Kode,code1,code2,code4,code5,Tekst5,Tekst1,Tekst2
3810905,3,38,3810,10905,Begæring om bortvisning og tilhold,Øvrige særlige i alt,Særlove i øvrigt
3810906,3,38,3810,10906,Begæring om bortvisning og opholdsforbud,Øvrige særlige i alt,Særlove i øvrigt
3810907,3,38,3810,10907,"Begæring om bortvisning, tilhold og opholdsforbud",Øvrige særlige i alt,Særlove i øvrigt
3810908,3,38,3810,10908,Meddelt tilhold,Øvrige særlige i alt,Særlove i øvrigt
3810909,3,38,3810,10909,Meddelt opholdsforbud,Øvrige særlige i alt,Særlove i øvrigt
3810910,3,38,3810,10910,Meddelt bortvisning,Øvrige særlige i alt,Særlove i øvrigt
3810911,3,38,3810,10911,Meddelt tilhold og opholdsforbud,Øvrige særlige i alt,Særlove i øvrigt
3810912,3,38,3810,10912,Meddelt bortvisning og tilhold,Øvrige særlige i alt,Særlove i øvrigt
3810913,3,38,3810,10913,Meddelt bortvisning og opholdsforbud,Øvrige særlige i alt,Særlove i øvrigt
3810914,3,38,3810,10914,"Meddelt bortvisning, tilhold og opholdsforbud",Øvrige særlige i alt,Særlove i øvrigt
3810915,3,38,3810,10915,"Tilhold, overtrædelse af",Øvrige særlige i alt,Særlove i øvrigt
3810916,3,38,3810,10916,"Opholdsforbud, overtrædelse af",Øvrige særlige i alt,Særlove i øvrigt
3810917,3,38,3810,10917,"Bortvisning, overtrædelse af",Øvrige særlige i alt,Særlove i øvrigt
3810918,3,38,3810,10918,"Tilhold og opholdsforbud, overtrædelse af",Øvrige særlige i alt,Særlove i øvrigt
3810919,3,38,3810,10919,"Bortvisning og tilhold, overtrædelse af",Øvrige særlige i alt,Særlove i øvrigt
3810920,3,38,3810,10920,"Bortvisning og opholdsforbud, overtrædelse af",Øvrige særlige i alt,Særlove i øvrigt
3810921,3,38,3810,10921,"Bortvisning, tilhold og opholdsforbud, overtrædelse af",Øvrige særlige i alt,Særlove i øvrigt
3810941,3,38,3810,10941,"Kommunalt samlingsstedsforbud, registrereing af",Øvrige særlige i alt,Særlove i øvrigt
3810942,3,38,3810,10942,Overtrædelse af kommunalt samlingsstedsforbud,Øvrige særlige i alt,Særlove i øvrigt
3810943,3,38,3810,10943,"Samlingssted for gruppe, forberedelse af forbud",Øvrige særlige i alt,Særlove i øvrigt
3810944,3,38,3810,10944,"Samlingssted for gruppe, meddelt forbud mod ophold (anv. Ej til journalisering)",Øvrige særlige i alt,Særlove i øvrigt
3810945,3,38,3810,10945,Overtrædelse af forbud mod ophold på samlingssted for gruppe,Øvrige særlige i alt,Særlove i øvrigt
3810946,3,38,3810,10946,Overtrædelse af oplysningspligt i forbindelse med kommunalt samlingsstedsforbud,Øvrige særlige i alt,Særlove i øvrigt
3815505,3,38,3815,15505,"Serviceloven, Lov om social service",Øvrige særlige i alt,Særlove i øvrigt
3815510,3,38,3815,15510,Sygesikringsloven,Øvrige særlige i alt,Særlove i øvrigt
3815515,3,38,3815,15515,Lov om ATP,Øvrige særlige i alt,Særlove i øvrigt
3815520,3,38,3815,15520,Veterinærlovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3815525,3,38,3815,15525,Kødloven,Øvrige særlige i alt,Særlove i øvrigt
3815530,3,38,3815,15530,Levnedsmiddellovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3815531,3,38,3815,15531,Fødevareloven,Øvrige særlige i alt,Særlove i øvrigt
3815535,3,38,3815,15535,Antibiotikalovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3815537,3,38,3815,15537,Lægemiddelloven,Øvrige særlige i alt,Særlove i øvrigt
3815538,3,38,3815,15538,Lov om forbud mod visse dopingmidler,Øvrige særlige i alt,Særlove i øvrigt
3815540,3,38,3815,15540,Lægeloven,Øvrige særlige i alt,Særlove i øvrigt
3815541,3,38,3815,15541,"Lov om autorisation af sundhedspersoner, læger",Øvrige særlige i alt,Særlove i øvrigt
3815545,3,38,3815,15545,Tandlægeloven,Øvrige særlige i alt,Særlove i øvrigt
3815546,3,38,3815,15546,"Lov om autorisation af sundhedspersoner, tandlæger",Øvrige særlige i alt,Særlove i øvrigt
3815550,3,38,3815,15550,Sygeplejeloven,Øvrige særlige i alt,Særlove i øvrigt
3815551,3,38,3815,15551,"Lov om autorisation af sundhedspersoner, sygeplejersker",Øvrige særlige i alt,Særlove i øvrigt
3815555,3,38,3815,15555,Jordmoderloven,Øvrige særlige i alt,Særlove i øvrigt
3815556,3,38,3815,15556,"Lov om autorisation af sundhedspersoner, jordemødre",Øvrige særlige i alt,Særlove i øvrigt
3815560,3,38,3815,15560,Svangerskabsloven,Øvrige særlige i alt,Særlove i øvrigt
3815562,3,38,3815,15562,Lov om børns retsstilling,Øvrige særlige i alt,Særlove i øvrigt
3815565,3,38,3815,15565,Lov om tatoveringer,Øvrige særlige i alt,Særlove i øvrigt
3815570,3,38,3815,15570,Andre sundheds- og sociallove,Øvrige særlige i alt,Særlove i øvrigt
3815580,3,38,3815,15580,"COVID-19, forberedelse af påbud",Øvrige særlige i alt,Særlove i øvrigt
3815581,3,38,3815,15581,"COVID-19, meddelt påbud (Anvendes ikke til journalisering)",Øvrige særlige i alt,Særlove i øvrigt
3815582,3,38,3815,15582,"COVID-19, overtrædelse af påbud",Øvrige særlige i alt,Særlove i øvrigt
3820505,3,38,3820,20505,Bolig- og bygningslovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3820510,3,38,3820,20510,Lov om kommuneplanlægning,Øvrige særlige i alt,Særlove i øvrigt
3820515,3,38,3820,20515,Lejeloven,Øvrige særlige i alt,Særlove i øvrigt
3825505,3,38,3825,25505,Miljøloven,Øvrige særlige i alt,Særlove i øvrigt
3825510,3,38,3825,25510,"Miljøzone, overtrædelse, dansk køretøj",Øvrige særlige i alt,Særlove i øvrigt
3825515,3,38,3825,25515,"Miljøzone, overtrædelse, udenlands køretøj",Øvrige særlige i alt,Særlove i øvrigt
3825605,3,38,3825,25605,"Grænseoverskridende affaldstransport, grønlistet",Øvrige særlige i alt,Særlove i øvrigt
3825610,3,38,3825,25610,"Grænseoverskridende affaldstransport, anmeldelsespligtig",Øvrige særlige i alt,Særlove i øvrigt
3825615,3,38,3825,25615,"Affaldsbekendtgørelsen, overtrædelse",Øvrige særlige i alt,Særlove i øvrigt
3825620,3,38,3825,25620,"Affaldsregistret, overtrædelse",Øvrige særlige i alt,Særlove i øvrigt
3825705,3,38,3825,25705,"Havmiljøloven, olieforurening",Øvrige særlige i alt,Særlove i øvrigt
3825710,3,38,3825,25710,"Havmiljøloven, anden forurening",Øvrige særlige i alt,Særlove i øvrigt
3825715,3,38,3825,25715,Naturbeskyttelsesloven,Øvrige særlige i alt,Særlove i øvrigt
3825718,3,38,3825,25718,"Washingtonkonvention, truede dyr/planter",Øvrige særlige i alt,Særlove i øvrigt
3825720,3,38,3825,25720,Skovloven,Øvrige særlige i alt,Særlove i øvrigt
3825721,3,38,3825,25721,Lov om planlægning,Øvrige særlige i alt,Særlove i øvrigt
3825725,3,38,3825,25725,By- og landzoneloven,Øvrige særlige i alt,Særlove i øvrigt
3825730,3,38,3825,25730,Lov om sommerhuse og campering,Øvrige særlige i alt,Særlove i øvrigt
3825735,3,38,3825,25735,Mark- og vejfredloven,Øvrige særlige i alt,Særlove i øvrigt
3825740,3,38,3825,25740,Kemikalieloven,Øvrige særlige i alt,Særlove i øvrigt
3825745,3,38,3825,25745,Landbrugsloven,Øvrige særlige i alt,Særlove i øvrigt
3825750,3,38,3825,25750,Andre love vedrørende miljø,Øvrige særlige i alt,Særlove i øvrigt
3830500,3,38,3830,30500,"Dyreværnsloven, forberedelse af pålæg",Øvrige særlige i alt,Særlove i øvrigt
3830501,3,38,3830,30501,"Dyreværnsloven, meddelt pålæg",Øvrige særlige i alt,Særlove i øvrigt
3830502,3,38,3830,30502,"Dyreværnsloven, overtrædelse af meddelt pålæg",Øvrige særlige i alt,Særlove i øvrigt
3830503,3,38,3830,30503,Slagtning og aflivning af dyr - bekendtgørelse,Øvrige særlige i alt,Særlove i øvrigt
3830504,3,38,3830,30504,"Dyreværnsloven, mishandling/grovere uforsvarlig behand. af dyr",Øvrige særlige i alt,Særlove i øvrigt
3830505,3,38,3830,30505,Dyreværnsloven,Øvrige særlige i alt,Særlove i øvrigt
3830507,3,38,3830,30507,"Dyretransport, medvirken til erhvervsmæssig transport af dyr",Øvrige særlige i alt,Særlove i øvrigt
3830508,3,38,3830,30508,"Dyretransport, erhvervsmæssig transport af dyr i frakendelsestiden",Øvrige særlige i alt,Særlove i øvrigt
3830509,3,38,3830,30509,"Dyretransport, areal/belægning, transportør (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830510,3,38,3830,30510,"Dyretransport, manglende kompetencebevis",Øvrige særlige i alt,Særlove i øvrigt
3830511,3,38,3830,30511,"Dyretransport, indvendig højde, transportør (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830512,3,38,3830,30512,"Dyretransport, ventilation, transportør (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830513,3,38,3830,30513,"Dyretransport, drikkevand/foder, transportør (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830514,3,38,3830,30514,"Dyretransport, hviletid, transportør (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830518,3,38,3830,30518,"Dyretransport, strøelse, transportør (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830519,3,38,3830,30519,"Dyretransport, transportegnethed, transportør (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830520,3,38,3830,30520,"Dyretransport, areal/belægning, chauffør/ledsager (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830521,3,38,3830,30521,"Dyretransport, indvendig højde, chauffør/ledsager (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830522,3,38,3830,30522,"Dyretransport, ventilation, chauffør/ledsager (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830523,3,38,3830,30523,"Dyretransport, hviletid, chauffør/ledsager (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830524,3,38,3830,30524,"Dyretransport, strøelse, chauffør/ledsager (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830530,3,38,3830,30530,"Dyretransport, drikkevand/foder, chauffør/ledsager (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830536,3,38,3830,30536,"Dyretransport, transportegnethed, chauffør/ledsager (klip)",Øvrige særlige i alt,Særlove i øvrigt
3830701,3,38,3830,30701,"Dyretransport, indvendig højde, virksomhed",Øvrige særlige i alt,Særlove i øvrigt
3830702,3,38,3830,30702,"Dyretransport, ventilation, virksomhed",Øvrige særlige i alt,Særlove i øvrigt
3830703,3,38,3830,30703,"Dyretransport, drikkevand/foder, virksomhed",Øvrige særlige i alt,Særlove i øvrigt
3830704,3,38,3830,30704,"Dyretransport, hviletid, virksomhed",Øvrige særlige i alt,Særlove i øvrigt
3830705,3,38,3830,30705,Jagtloven,Øvrige særlige i alt,Særlove i øvrigt
3830706,3,38,3830,30706,"Dyretransport, areal/belægning, virksomhed",Øvrige særlige i alt,Særlove i øvrigt
3830707,3,38,3830,30707,"Dyretransport, strøelse, virksomhed",Øvrige særlige i alt,Særlove i øvrigt
3830708,3,38,3830,30708,"Dyretransport, transportegnethed, virksomhed",Øvrige særlige i alt,Særlove i øvrigt
3830709,3,38,3830,30709,"Dyretransport, i øvrigt",Øvrige særlige i alt,Særlove i øvrigt
3830710,3,38,3830,30710,"Hundeloven, forberedelse af pålæg",Øvrige særlige i alt,Særlove i øvrigt
3830711,3,38,3830,30711,"Hundeloven, pålæg efter",Øvrige særlige i alt,Særlove i øvrigt
3830712,3,38,3830,30712,"Lov om hold af heste, forberedelse af forbud",Øvrige særlige i alt,Særlove i øvrigt
3830713,3,38,3830,30713,"Hundeloven, overtrædelse af, samt overtrædelse af pålæg",Øvrige særlige i alt,Særlove i øvrigt
3830714,3,38,3830,30714,"Hundeloven, frakendelse efter",Øvrige særlige i alt,Særlove i øvrigt
3830715,3,38,3830,30715,Fiskerilovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3830716,3,38,3830,30716,"Lov om hold af heste, manglende forsikring",Øvrige særlige i alt,Særlove i øvrigt
3830717,3,38,3830,30717,"Lov om hold af heste, meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3830718,3,38,3830,30718,"Lov om hold af heste, overtrædelse af meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3830720,3,38,3830,30720,"Andre love vedr. dyr, jagt mv., i øvrigt",Øvrige særlige i alt,Særlove i øvrigt
3830721,3,38,3830,30721,"Malkekvæg, forberedelse af påbud",Øvrige særlige i alt,Særlove i øvrigt
3830722,3,38,3830,30722,"Malkekvæg, meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3830723,3,38,3830,30723,"Malkekvæg, overtrædelse af påbud",Øvrige særlige i alt,Særlove i øvrigt
3830724,3,38,3830,30724,Grindelov for Færøerne,Øvrige særlige i alt,Særlove i øvrigt
3835305,3,38,3835,35305,Arbejderbeskyttelseslovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3835306,3,38,3835,35306,"Udstationering af lønmodtagere, lov om lønvilkår transport",Øvrige særlige i alt,Særlove i øvrigt
3835307,3,38,3835,35307,"Udstationering af lønmodtagere mv., lov om tjenesteyder",Øvrige særlige i alt,Særlove i øvrigt
3835308,3,38,3835,35308,"Udstationering af lønmodtagere mv., lov om hvervgiver",Øvrige særlige i alt,Særlove i øvrigt
3835309,3,38,3835,35309,"Udstationering af lønmodtagere m.v., lov om (Udgået)",Øvrige særlige i alt,Særlove i øvrigt
3835310,3,38,3835,35310,Lov om arbejdsmiljø,Øvrige særlige i alt,Særlove i øvrigt
3835311,3,38,3835,35311,"Lov om røgfri miljøer, forberedelse af påbud",Øvrige særlige i alt,Særlove i øvrigt
3835312,3,38,3835,35312,"Lov om røgfri miljøer, meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3835313,3,38,3835,35313,"Lov om røgfri miljøer, rygepolitik",Øvrige særlige i alt,Særlove i øvrigt
3835314,3,38,3835,35314,"Lov om røgfri miljøer, rygning indendørs",Øvrige særlige i alt,Særlove i øvrigt
3835315,3,38,3835,35315,Bekendtgørelse om bedriftssundhedstjeneste,Øvrige særlige i alt,Særlove i øvrigt
3835316,3,38,3835,35316,"Lov om røgfri miljøer, overtrædelse af meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3835505,3,38,3835,35505,Arbejdsskadeforsikringsloven,Øvrige særlige i alt,Særlove i øvrigt
3835510,3,38,3835,35510,Søloven,Øvrige særlige i alt,Særlove i øvrigt
3835515,3,38,3835,35515,Skibsregistrering,Øvrige særlige i alt,Særlove i øvrigt
3835520,3,38,3835,35520,Lodslov,Øvrige særlige i alt,Særlove i øvrigt
3835525,3,38,3835,35525,Dykkerlov,Øvrige særlige i alt,Særlove i øvrigt
3835530,3,38,3835,35530,Tilsyn med skibe,Øvrige særlige i alt,Særlove i øvrigt
3835535,3,38,3835,35535,Luftfartsloven,Øvrige særlige i alt,Særlove i øvrigt
3835536,3,38,3835,35536,"Droneflyvning, bekendtgørelse om",Øvrige særlige i alt,Særlove i øvrigt
3835540,3,38,3835,35540,Jernbaneloven,Øvrige særlige i alt,Særlove i øvrigt
3835545,3,38,3835,35545,Sømandsloven,Øvrige særlige i alt,Særlove i øvrigt
3835550,3,38,3835,35550,Bemandingslov,Øvrige særlige i alt,Særlove i øvrigt
3835555,3,38,3835,35555,Forhyring,Øvrige særlige i alt,Særlove i øvrigt
3835560,3,38,3835,35560,Ferieloven,Øvrige særlige i alt,Særlove i øvrigt
3835565,3,38,3835,35565,Lærlingeloven,Øvrige særlige i alt,Særlove i øvrigt
3835570,3,38,3835,35570,Lov om arbejdsformidling,Øvrige særlige i alt,Særlove i øvrigt
3835575,3,38,3835,35575,"Andre love vedr. arbejde, transport mv., i øvrigt",Øvrige særlige i alt,Særlove i øvrigt
3835580,3,38,3835,35580,"Kontrolapparatværksted, bekendtgørelse om autoriseret",Øvrige særlige i alt,Særlove i øvrigt
3835582,3,38,3835,35582,"Uautoriseret indgreb i kontrolapparat, fører",Øvrige særlige i alt,Særlove i øvrigt
3835584,3,38,3835,35584,"Uautoriseret indgreb i kontrolapparat, arbejdsgiver",Øvrige særlige i alt,Særlove i øvrigt
3835586,3,38,3835,35586,"Kontrolapparat, fører",Øvrige særlige i alt,Særlove i øvrigt
3835588,3,38,3835,35588,"Kontrolapparat, arbejdsgiver",Øvrige særlige i alt,Særlove i øvrigt
3835589,3,38,3835,35589,"Køre-hviletid, kontroldata, opbevaring af dokumentation mv.",Øvrige særlige i alt,Særlove i øvrigt
3835590,3,38,3835,35590,"Kontrollører uden autorisation, beskæftigelse af",Øvrige særlige i alt,Særlove i øvrigt
3835701,3,38,3835,35701,Piratkopiering,Øvrige særlige i alt,Særlove i øvrigt
3835702,3,38,3835,35702,"Fartskriverkort, fører, bekendtgørelse om udstedelse af",Øvrige særlige i alt,Særlove i øvrigt
3835703,3,38,3835,35703,"Fartskriverkort, arbejdsgiver, bekendtgørelse om udstedelse af",Øvrige særlige i alt,Særlove i øvrigt
3835704,3,38,3835,35704,"Fartskriverkort, værksted, bekendtgørelse om udstedelse af",Øvrige særlige i alt,Særlove i øvrigt
3835705,3,38,3835,35705,Forordninger om fartskrivere,Øvrige særlige i alt,Særlove i øvrigt
3835706,3,38,3835,35706,"Udrykningskørsel, bekendtgørelse om",Øvrige særlige i alt,Særlove i øvrigt
3835707,3,38,3835,35707,Køre-hviletidsregler,Øvrige særlige i alt,Særlove i øvrigt
3835708,3,38,3835,35708,"Køre-hviletid, fører, bekendtgørelse om nationale bestemmelser",Øvrige særlige i alt,Særlove i øvrigt
3835709,3,38,3835,35709,"Køre-hviletid, arbejdsgiver, bekendtgørelse om nationale bestemmelser",Øvrige særlige i alt,Særlove i øvrigt
3835710,3,38,3835,35710,Lov om hyrekørsel,Øvrige særlige i alt,Særlove i øvrigt
3835711,3,38,3835,35711,"Køre-hviletid, fører",Øvrige særlige i alt,Særlove i øvrigt
3835712,3,38,3835,35712,"Køre-hviletid, fører",Øvrige særlige i alt,Særlove i øvrigt
3835713,3,38,3835,35713,"Køre-hviletid, arbejdsgiver",Øvrige særlige i alt,Særlove i øvrigt
3835714,3,38,3835,35714,"Køre-hviletid over 30%, fører",Øvrige særlige i alt,Særlove i øvrigt
3835715,3,38,3835,35715,Lov om godstransport,Øvrige særlige i alt,Særlove i øvrigt
3835716,3,38,3835,35716,"Køre-hviletid, arbejdsgiver",Øvrige særlige i alt,Særlove i øvrigt
3835717,3,38,3835,35717,"Køre-hviletid, fører",Øvrige særlige i alt,Særlove i øvrigt
3835718,3,38,3835,35718,"Køre-hviletid, arbejdsgiver",Øvrige særlige i alt,Særlove i øvrigt
3835719,3,38,3835,35719,"Køre-hviletid over 30%, fører",Øvrige særlige i alt,Særlove i øvrigt
3835720,3,38,3835,35720,Lov om buskørsel,Øvrige særlige i alt,Særlove i øvrigt
3835721,3,38,3835,35721,"Modulvogntog, færdselsområde",Øvrige særlige i alt,Særlove i øvrigt
3835722,3,38,3835,35722,"Modulvogntog, udenlandske køretøjer",Øvrige særlige i alt,Særlove i øvrigt
3835723,3,38,3835,35723,"Modulvogntog, ikke godkendt vogntog",Øvrige særlige i alt,Særlove i øvrigt
3835724,3,38,3835,35724,"Modulvogntog, vægt",Øvrige særlige i alt,Særlove i øvrigt
3835725,3,38,3835,35725,"Modulvogntog, dolly/antal aksler",Øvrige særlige i alt,Særlove i øvrigt
3835726,3,38,3835,35726,"Modulvogntog, længde mv.",Øvrige særlige i alt,Særlove i øvrigt
3835727,3,38,3835,35727,"Modulvogntog, indretning og udstyr",Øvrige særlige i alt,Særlove i øvrigt
3835728,3,38,3835,35728,"Modulvogntog, MVT type 1-4",Øvrige særlige i alt,Særlove i øvrigt
3835729,3,38,3835,35729,"Modulvogntog, farligt gods",Øvrige særlige i alt,Særlove i øvrigt
3835730,3,38,3835,35730,"Carbotagekørsel, overtrædelse",Øvrige særlige i alt,Særlove i øvrigt
3840505,3,38,3840,40505,Aktieselskabsloven,Øvrige særlige i alt,Særlove i øvrigt
3840510,3,38,3840,40510,Anpartsselskabsloven,Øvrige særlige i alt,Særlove i øvrigt
3840515,3,38,3840,40515,Firmaloven,Øvrige særlige i alt,Særlove i øvrigt
3840520,3,38,3840,40520,Erhvervsregisteret,Øvrige særlige i alt,Særlove i øvrigt
3840525,3,38,3840,40525,Bogføringsloven,Øvrige særlige i alt,Særlove i øvrigt
3840530,3,38,3840,40530,Markedsføringsloven,Øvrige særlige i alt,Særlove i øvrigt
3840535,3,38,3840,40535,Mønsterbeskyttelse/ophavsret (Udgået),Øvrige særlige i alt,Særlove i øvrigt
3840540,3,38,3840,40540,Råstofloven,Øvrige særlige i alt,Særlove i øvrigt
3840545,3,38,3840,40545,Erhvervsfremmeloven,Øvrige særlige i alt,Særlove i øvrigt
3840550,3,38,3840,40550,Konkurrenceloven,Øvrige særlige i alt,Særlove i øvrigt
3840555,3,38,3840,40555,Lov om kapitaltilførsel,Øvrige særlige i alt,Særlove i øvrigt
3840560,3,38,3840,40560,Valutalovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3840565,3,38,3840,40565,Bank- og sparekasselov,Øvrige særlige i alt,Særlove i øvrigt
3840570,3,38,3840,40570,Lov om butikstid,Øvrige særlige i alt,Særlove i øvrigt
3840575,3,38,3840,40575,Andre love vedrørende selskabs- og firmalovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3840580,3,38,3840,40580,Selskabsloven,Øvrige særlige i alt,Særlove i øvrigt
3840585,3,38,3840,40585,Lov om forretningshemmeligheder,Øvrige særlige i alt,Særlove i øvrigt
3845505,3,38,3845,45505,Militære straffelov,Øvrige særlige i alt,Særlove i øvrigt
3845705,3,38,3845,45705,Værnepligtsloven,Øvrige særlige i alt,Særlove i øvrigt
3845710,3,38,3845,45710,Lov om værnepligtiges anvendelse til civilt arbejde,Øvrige særlige i alt,Særlove i øvrigt
3845715,3,38,3845,45715,Civilforsvarsloven,Øvrige særlige i alt,Særlove i øvrigt
3845717,3,38,3845,45717,Lov om civilt beredskab,Øvrige særlige i alt,Særlove i øvrigt
3845720,3,38,3845,45720,Andre love vedr. forsvaret o.l.,Øvrige særlige i alt,Særlove i øvrigt
3850505,3,38,3850,50505,El-lovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3850510,3,38,3850,50510,Gaslovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3850515,3,38,3850,50515,Fællesantenner,Øvrige særlige i alt,Særlove i øvrigt
3850520,3,38,3850,50520,Andre love vedrørende offentlige forsyninger,Øvrige særlige i alt,Særlove i øvrigt
3855305,3,38,3855,55305,Restaurationsloven,Øvrige særlige i alt,Særlove i øvrigt
3855310,3,38,3855,55310,"Restaurationsloven, nattesæde",Øvrige særlige i alt,Særlove i øvrigt
3855315,3,38,3855,55315,"Restaurationsloven, ulovlig udskænkning",Øvrige særlige i alt,Særlove i øvrigt
3855320,3,38,3855,55320,"Restaurationsloven, forbud",Øvrige særlige i alt,Særlove i øvrigt
3855325,3,38,3855,55325,"Restaurationsloven, meddelt forbud",Øvrige særlige i alt,Særlove i øvrigt
3855330,3,38,3855,55330,"Restaurationsloven, overtrædelse af forbud",Øvrige særlige i alt,Særlove i øvrigt
3855333,3,38,3855,55333,"Alkohol, salg til unge under 16 år",Øvrige særlige i alt,Særlove i øvrigt
3855339,3,38,3855,55339,"Tobak, salg til unge under 16 år",Øvrige særlige i alt,Særlove i øvrigt
3855340,3,38,3855,55340,"Tobak, salg til unge under 18 år",Øvrige særlige i alt,Særlove i øvrigt
3855505,3,38,3855,55505,Næringsloven,Øvrige særlige i alt,Særlove i øvrigt
3855705,3,38,3855,55705,Handel med brugte genstande,Øvrige særlige i alt,Særlove i øvrigt
3855905,3,38,3855,55905,Lov om auktionsledere,Øvrige særlige i alt,Særlove i øvrigt
3855910,3,38,3855,55910,Film- og biograflov,Øvrige særlige i alt,Særlove i øvrigt
3855915,3,38,3855,55915,Totalisatorlov,Øvrige særlige i alt,Særlove i øvrigt
3855917,3,38,3855,55917,Lov om spillekasinoer,Øvrige særlige i alt,Særlove i øvrigt
3855920,3,38,3855,55920,Apotekerlov,Øvrige særlige i alt,Særlove i øvrigt
3855925,3,38,3855,55925,Medieansvarsloven (presselov),Øvrige særlige i alt,Særlove i øvrigt
3855930,3,38,3855,55930,Lov om offentlige indsamlinger,Øvrige særlige i alt,Særlove i øvrigt
3855935,3,38,3855,55935,Lov om mål og vægt,Øvrige særlige i alt,Særlove i øvrigt
3855940,3,38,3855,55940,"Andre love vedr. spil, bevilling, næring mv.",Øvrige særlige i alt,Særlove i øvrigt
3865505,3,38,3865,65505,Øvrige særlovgivning,Øvrige særlige i alt,Særlove i øvrigt
3865506,3,38,3865,65506,Fortrolig sag,Øvrige særlige i alt,Særlove i øvrigt
3865507,3,38,3865,65507,Sikkerhedssag,Øvrige særlige i alt,Særlove i øvrigt
3865508,3,38,3865,65508,International kontrolsag,Øvrige særlige i alt,Særlove i øvrigt
3865509,3,38,3865,65509,Terroristkontrolsag,Øvrige særlige i alt,Særlove i øvrigt
3865510,3,38,3865,65510,International spærring,Øvrige særlige i alt,Særlove i øvrigt
3870505,3,38,3870,70505,Uoplyst særlovgivning,Øvrige særlige i alt,Særlove i øvrigt
