bande_src;bande_dst;detecteur;delta_t
B07;B8A;D10;-0.26500
B07;B8A;D11;0.26500
B07;B8A;D12;-0.26500
B07;B09;D01;0.79600
B07;B09;D02;-0.79600
B07;B09;D03;0.79600
B07;B09;D04;-0.79600
B07;B09;D05;0.79600
B07;B09;D06;-0.79600
B07;B09;D07;0.79600
B07;B09;D08;-0.79600
B07;B09;D09;0.79600
B07;B09;D10;-0.79600
B07;B09;D11;0.79600
B07;B09;D12;-0.79600
B07;B10;D01;-0.93900
B07;B10;D02;0.93900
B07;B10;D03;-0.93900
B07;B10;D04;0.93900
B07;B10;D05;-0.93900
B07;B10;D06;0.93900
B07;B10;D07;-0.93900
B07;B10;D08;0.93900
B07;B10;D09;-0.93900
B07;B10;D10;0.93900
B07;B10;D11;-0.93900
B07;B10;D12;0.93900
B07;B11;D01;-0.32200
B07;B11;D02;0.32200
B07;B11;D03;-0.32200
B07;B11;D04;0.32200
B07;B11;D05;-0.32200
B07;B11;D06;0.32200
B07;B11;D07;-0.32200
B07;B11;D08;0.32200
B07;B11;D09;-0.32200
B07;B11;D10;0.32200
B07;B11;D11;-0.32200
B07;B11;D12;0.32200
B07;B12;D01;0.29500
B07;B12;D02;-0.29500
B07;B12;D03;0.29500
B07;B12;D04;-0.29500
B07;B12;D05;0.29500
B07;B12;D06;-0.29500
B07;B12;D07;0.29500
B07;B12;D08;-0.29500
B07;B12;D09;0.29500
B07;B12;D10;-0.29500
B07;B12;D11;0.29500
B07;B12;D12;-0.29500
B08;B01;D01;2.05000
B08;B01;D02;-2.05000
B08;B01;D03;2.05000
B08;B01;D04;-2.05000
B08;B01;D05;2.05000
B08;B01;D06;-2.05000
B08;B01;D07;2.05000
B08;B01;D08;-2.05000
B08;B01;D09;2.05000
B08;B01;D10;-2.05000
B08;B01;D11;2.05000
B08;B01;D12;-2.05000
B08;B02;D01;-0.26400
B08;B02;D02;0.26400
B08;B02;D03;-0.26400
B08;B02;D04;0.26400
B08;B02;D05;-0.26400
B08;B02;D06;0.26400
B08;B02;D07;-0.26400
B08;B02;D08;0.26400
B08;B02;D09;-0.26400
B08;B02;D10;0.26400
B08;B02;D11;-0.26400
B08;B02;D12;0.26400
B08;B03;D01;0.26400
B08;B03;D02;-0.26400
B08;B03;D03;0.26400
B08;B03;D04;-0.26400
B08;B03;D05;0.26400
B08;B03;D06;-0.26400
B08;B03;D07;0.26400
B08;B03;D08;-0.26400
B08;B03;D09;0.26400
B08;B03;D10;-0.26400
B08;B03;D11;0.26400
B08;B03;D12;-0.26400
B08;B04;D01;0.74100
B08;B04;D02;-0.74100
B08;B04;D03;0.74100
B08;B04;D04;-0.74100
B08;B04;D05;0.74100
B08;B04;D06;-0.74100
B08;B04;D07;0.74100
B08;B04;D08;-0.74100
B08;B04;D09;0.74100
B08;B04;D10;-0.74100
B08;B04;D11;0.74100
B08;B04;D12;-0.74100
B08;B05;D01;1.00500
B08;B05;D02;-1.00500
B08;B05;D03;1.00500
B08;B05;D04;-1.00500
B08;B05;D05;1.00500
B08;B05;D06;-1.00500
B08;B05;D07;1.00500
B08;B05;D08;-1.00500
B08;B05;D09;1.00500
B08;B05;D10;-1.00500
B08;B05;D11;1.00500
B08;B05;D12;-1.00500
B08;B06;D01;1.26100
B08;B06;D02;-1.26100
B08;B06;D03;1.26100
B08;B06;D04;-1.26100
B08;B06;D05;1.26100
B08;B06;D06;-1.26100
B08;B06;D07;1.26100
B08;B06;D08;-1.26100
B08;B06;D09;1.26100
B08;B06;D10;-1.26100
B08;B06;D11;1.26100
B08;B06;D12;-1.26100
B08;B07;D01;1.52600
B08;B07;D02;-1.52600
B08;B07;D03;1.52600
B08;B07;D04;-1.52600
B08;B07;D05;1.52600
B08;B07;D06;-1.52600
B08;B07;D07;1.52600
B08;B07;D08;-1.52600
B08;B07;D09;1.52600
B08;B07;D10;-1.52600
B08;B07;D11;1.52600
B08;B07;D12;-1.52600
B08;B8A;D01;1.79100
B08;B8A;D02;-1.79100
B08;B8A;D03;1.79100
B08;B8A;D04;-1.79100
B08;B8A;D05;1.79100
B08;B8A;D06;-1.79100
B08;B8A;D07;1.79100
B08;B8A;D08;-1.79100
B08;B8A;D09;1.79100
B08;B8A;D10;-1.79100
B08;B8A;D11;1.79100
B08;B8A;D12;-1.79100
B08;B09;D01;2.32200
B08;B09;D02;-2.32200
B08;B09;D03;2.32200
B08;B09;D04;-2.32200
B08;B09;D05;2.32200
B08;B09;D06;-2.32200
B08;B09;D07;2.32200
B08;B09;D08;-2.32200
B08;B09;D09;2.32200
B08;B09;D10;-2.32200
B08;B09;D11;2.32200
B08;B09;D12;-2.32200
B08;B10;D01;0.58700
B08;B10;D02;-0.58700
B08;B10;D03;0.58700
B08;B10;D04;-0.58700
B08;B10;D05;0.58700
B08;B10;D06;-0.58700
B08;B10;D07;0.58700
B08;B10;D08;-0.58700
B08;B10;D09;0.58700
B08;B10;D10;-0.58700
B08;B10;D11;0.58700
B08;B10;D12;-0.58700
B08;B11;D01;1.20400
B08;B11;D02;-1.20400
B08;B11;D03;1.20400
B08;B11;D04;-1.20400
B08;B11;D05;1.20400
B08;B11;D06;-1.20400
B08;B11;D07;1.20400
B08;B11;D08;-1.20400
B08;B11;D09;1.20400
B08;B11;D10;-1.20400
B08;B11;D11;1.20400
B08;B11;D12;-1.20400
B08;B12;D01;1.82100
B08;B12;D02;-1.82100
B08;B12;D03;1.82100
B08;B12;D04;-1.82100
B08;B12;D05;1.82100
B08;B12;D06;-1.82100
B08;B12;D07;1.82100
B08;B12;D08;-1.82100
B08;B12;D09;1.82100
B08;B12;D10;-1.82100
B08;B12;D11;1.82100
B08;B12;D12;-1.82100
B8A;B01;D01;0.25900
B8A;B01;D02;-0.25900
B8A;B01;D03;0.25900
B8A;B01;D04;-0.25900
B8A;B01;D05;0.25900
B8A;B01;D06;-0.25900
B8A;B01;D07;0.25900
B8A;B01;D08;-0.25900
B8A;B01;D09;0.25900
B8A;B01;D10;-0.25900
B8A;B01;D11;0.25900
B8A;B01;D12;-0.25900
B8A;B02;D01;-2.05500
B8A;B02;D02;2.05500
B8A;B02;D03;-2.05500
B8A;B02;D04;2.05500
B8A;B02;D05;-2.05500
B8A;B02;D06;2.05500
B8A;B02;D07;-2.05500
B8A;B02;D08;2.05500
B8A;B02;D09;-2.05500
B8A;B02;D10;2.05500
B8A;B02;D11;-2.05500
B8A;B02;D12;2.05500
B8A;B03;D01;-1.52800
B8A;B03;D02;1.52800
B8A;B03;D03;-1.52800
B8A;B03;D04;1.52800
B8A;B03;D05;-1.52800
B8A;B03;D06;1.52800
B8A;B03;D07;-1.52800
B8A;B03;D08;1.52800
B8A;B03;D09;-1.52800
B8A;B03;D10;1.52800
B8A;B03;D11;-1.52800
B8A;B03;D12;1.52800
B8A;B04;D01;-1.05000
B8A;B04;D02;1.05000
B8A;B04;D03;-1.05000
B8A;B04;D04;1.05000
B8A;B04;D05;-1.05000
B8A;B04;D06;1.05000
B8A;B04;D07;-1.05000
B8A;B04;D08;1.05000
B8A;B04;D09;-1.05000
B8A;B04;D10;1.05000
B8A;B04;D11;-1.05000
B8A;B04;D12;1.05000
B8A;B05;D01;-0.78600
B8A;B05;D02;0.78600
B8A;B05;D03;-0.78600
B8A;B05;D04;0.78600
B8A;B05;D05;-0.78600
B8A;B05;D06;0.78600
B8A;B05;D07;-0.78600
B8A;B05;D08;0.78600
B8A;B05;D09;-0.78600
B8A;B05;D10;0.78600
B8A;B05;D11;-0.78600
B8A;B05;D12;0.78600
B8A;B06;D01;-0.53000
B8A;B06;D02;0.53000
B8A;B06;D03;-0.53000
B8A;B06;D04;0.53000
B8A;B06;D05;-0.53000
B8A;B06;D06;0.53000
B8A;B06;D07;-0.53000
B8A;B06;D08;0.53000
B8A;B06;D09;-0.53000
B8A;B06;D10;0.53000
B8A;B06;D11;-0.53000
B8A;B06;D12;0.53000
B8A;B07;D01;-0.26500
B8A;B07;D02;0.26500
B8A;B07;D03;-0.26500
B8A;B07;D04;0.26500
B8A;B07;D05;-0.26500
B8A;B07;D06;0.26500
B8A;B07;D07;-0.26500
B8A;B07;D08;0.26500
B8A;B07;D09;-0.26500
B8A;B07;D10;0.26500
B8A;B07;D11;-0.26500
B8A;B07;D12;0.26500
B8A;B08;D01;-1.79100
B8A;B08;D02;1.79100
B8A;B08;D03;-1.79100
B8A;B08;D04;1.79100
B8A;B08;D05;-1.79100
B8A;B08;D06;1.79100
B8A;B08;D07;-1.79100
B8A;B08;D08;1.79100
B8A;B08;D09;-1.79100
B8A;B08;D10;1.79100
B8A;B08;D11;-1.79100
B8A;B08;D12;1.79100
B8A;B09;D01;0.53100
B8A;B09;D02;-0.53100
B8A;B09;D03;0.53100
B8A;B09;D04;-0.53100
B8A;B09;D05;0.53100
B8A;B09;D06;-0.53100
B8A;B09;D07;0.53100
B8A;B09;D08;-0.53100
B8A;B09;D09;0.53100
B8A;B09;D10;-0.53100
B8A;B09;D11;0.53100
B8A;B09;D12;-0.53100
B8A;B10;D01;-1.20400
B8A;B10;D02;1.20400
B8A;B10;D03;-1.20400
B8A;B10;D04;1.20400
B8A;B10;D05;-1.20400
B8A;B10;D06;1.20400
B8A;B10;D07;-1.20400
B8A;B10;D08;1.20400
B8A;B10;D09;-1.20400
B8A;B10;D10;1.20400
B8A;B10;D11;-1.20400
B8A;B10;D12;1.20400
B8A;B11;D01;-0.58700
B8A;B11;D02;0.58700
B8A;B11;D03;-0.58700
B8A;B11;D04;0.58700
B8A;B11;D05;-0.58700
B8A;B11;D06;0.58700
B8A;B11;D07;-0.58700
B8A;B11;D08;0.58700
B8A;B11;D09;-0.58700
B8A;B11;D10;0.58700
B8A;B11;D11;-0.58700
B8A;B11;D12;0.58700
B8A;B12;D01;0.03000
B8A;B12;D02;-0.03000
B8A;B12;D03;0.03000
B8A;B12;D04;-0.03000
B8A;B12;D05;0.03000
B8A;B12;D06;-0.03000
B8A;B12;D07;0.03000
B8A;B12;D08;-0.03000
B8A;B12;D09;0.03000
B8A;B12;D10;-0.03000
B8A;B12;D11;0.03000
B8A;B12;D12;-0.03000
B09;B01;D01;-0.27100
B09;B01;D02;0.27100
B09;B01;D03;-0.27100
B09;B01;D04;0.27100
B09;B01;D05;-0.27100
B09;B01;D06;0.27100
B09;B01;D07;-0.27100
B09;B01;D08;0.27100
B09;B01;D09;-0.27100
B09;B01;D10;0.27100
B09;B01;D11;-0.27100
B09;B01;D12;0.27100
B09;B02;D01;-2.58600
B09;B02;D02;2.58600
B09;B02;D03;-2.58600
B09;B02;D04;2.58600
B09;B02;D05;-2.58600
B09;B02;D06;2.58600
B09;B02;D07;-2.58600
B09;B02;D08;2.58600
B09;B02;D09;-2.58600
B09;B02;D10;2.58600
B09;B02;D11;-2.58600
B09;B02;D12;2.58600
B09;B03;D01;-2.05900
B09;B03;D02;2.05900
B09;B03;D03;-2.05900
B09;B03;D04;2.05900
B09;B03;D05;-2.05900
B09;B03;D06;2.05900
B09;B03;D07;-2.05900
B09;B03;D08;2.05900
B09;B03;D09;-2.05900
B09;B03;D10;2.05900
B09;B03;D11;-2.05900
B09;B03;D12;2.05900
B09;B04;D01;-1.58100
B09;B04;D02;1.58100
B09;B04;D03;-1.58100
B09;B04;D04;1.58100
B09;B04;D05;-1.58100
B09;B04;D06;1.58100
B09;B04;D07;-1.58100
B09;B04;D08;1.58100
B09;B04;D09;-1.58100
B09;B04;D10;1.58100
B09;B04;D11;-1.58100
B09;B04;D12;1.58100
B09;B05;D01;-1.31700
B09;B05;D02;1.31700
B09;B05;D03;-1.31700
B09;B05;D04;1.31700
B09;B05;D05;-1.31700
B09;B05;D06;1.31700
B09;B05;D07;-1.31700
B09;B05;D08;1.31700
B09;B05;D09;-1.31700
B09;B05;D10;1.31700
B09;B05;D11;-1.31700
B09;B05;D12;1.31700
B09;B06;D01;-1.06100
B09;B06;D02;1.06100
B09;B06;D03;-1.06100
B09;B06;D04;1.06100
B09;B06;D05;-1.06100
B09;B06;D06;1.06100
B09;B06;D07;-1.06100
B09;B06;D08;1.06100
B09;B06;D09;-1.06100
B09;B06;D10;1.06100
B09;B06;D11;-1.06100
B09;B06;D12;1.06100
B09;B07;D01;-0.79600
B09;B07;D02;0.79600
B09;B07;D03;-0.79600
B09;B07;D04;0.79600
B09;B07;D05;-0.79600
B09;B07;D06;0.79600
B09;B07;D07;-0.79600
B09;B07;D08;0.79600
B09;B07;D09;-0.79600
B09;B07;D10;0.79600
B09;B07;D11;-0.79600
B09;B07;D12;0.79600
B09;B08;D01;-2.32200
B09;B08;D02;2.32200
B09;B08;D03;-2.32200
B09;B08;D04;2.32200
B09;B08;D05;-2.32200
B09;B08;D06;2.32200
B09;B08;D07;-2.32200
B09;B08;D08;2.32200
B09;B08;D09;-2.32200
B09;B08;D10;2.32200
B09;B08;D11;-2.32200
B09;B08;D12;2.32200
B09;B8A;D01;-0.53100
B09;B8A;D02;0.53100
B09;B8A;D03;-0.53100
B09;B8A;D04;0.53100
B09;B8A;D05;-0.53100
B09;B8A;D06;0.53100
B09;B8A;D07;-0.53100
B09;B8A;D08;0.53100
B09;B8A;D09;-0.53100
B09;B8A;D10;0.53100
B09;B8A;D11;-0.53100
B09;B8A;D12;0.53100
B09;B10;D01;-1.73500
B09;B10;D02;1.73500
B09;B10;D03;-1.73500
B09;B10;D04;1.73500
B09;B10;D05;-1.73500
B09;B10;D06;1.73500
B09;B10;D07;-1.73500
B09;B10;D08;1.73500
B09;B10;D09;-1.73500
B09;B10;D10;1.73500
B09;B10;D11;-1.73500
B09;B10;D12;1.73500
B09;B11;D01;-1.11800
B09;B11;D02;1.11800
B09;B11;D03;-1.11800
B09;B11;D04;1.11800
B09;B11;D05;-1.11800
B09;B11;D06;1.11800
B09;B11;D07;-1.11800
B09;B11;D08;1.11800
B09;B11;D09;-1.11800
B09;B11;D10;1.11800
B09;B11;D11;-1.11800
B09;B11;D12;1.11800
B09;B12;D01;-0.50100
B09;B12;D02;0.50100
B09;B12;D03;-0.50100
B09;B12;D04;0.50100
B09;B12;D05;-0.50100
B09;B12;D06;0.50100
B09;B12;D07;-0.50100
B09;B12;D08;0.50100
B09;B12;D09;-0.50100
B09;B12;D10;0.50100
B09;B12;D11;-0.50100
B09;B12;D12;0.50100
B10;B01;D01;1.46300
B10;B01;D02;-1.46300
B10;B01;D03;1.46300
B10;B01;D04;-1.46300
B10;B01;D05;1.46300
B10;B01;D06;-1.46300
B10;B01;D07;1.46300
B10;B01;D08;-1.46300
B10;B01;D09;1.46300
B10;B01;D10;-1.46300
B10;B01;D11;1.46300
B10;B01;D12;-1.46300
B10;B02;D01;-0.85100
B10;B02;D02;0.85100
B10;B02;D03;-0.85100
B10;B02;D04;0.85100
B10;B02;D05;-0.85100
B10;B02;D06;0.85100
B10;B02;D07;-0.85100
B10;B02;D08;0.85100
B10;B02;D09;-0.85100
B10;B02;D10;0.85100
B10;B02;D11;-0.85100
B10;B02;D12;0.85100
B10;B03;D01;-0.32400
B10;B03;D02;0.32400
B10;B03;D03;-0.32400
B10;B03;D04;0.32400
B10;B03;D05;-0.32400
B10;B03;D06;0.32400
B10;B03;D07;-0.32400
B10;B03;D08;0.32400
B10;B03;D09;-0.32400
B10;B03;D10;0.32400
B10;B03;D11;-0.32400
B10;B03;D12;0.32400
B10;B04;D01;0.15400
B10;B04;D02;-0.15400
B10;B04;D03;0.15400
B10;B04;D04;-0.15400
B10;B04;D05;0.15400
B10;B04;D06;-0.15400
B10;B04;D07;0.15400
B10;B04;D08;-0.15400
B10;B04;D09;0.15400
B10;B04;D10;-0.15400
B10;B04;D11;0.15400
B10;B04;D12;-0.15400
B10;B05;D01;0.41800
B10;B05;D02;-0.41800
B10;B05;D03;0.41800
B10;B05;D04;-0.41800
B10;B05;D05;0.41800
B10;B05;D06;-0.41800
B10;B05;D07;0.41800
B10;B05;D08;-0.41800
B10;B05;D09;0.41800
B10;B05;D10;-0.41800
B10;B05;D11;0.41800
B10;B05;D12;-0.41800
B10;B06;D01;0.67400
B10;B06;D02;-0.67400
B10;B06;D03;0.67400
B10;B06;D04;-0.67400
B10;B06;D05;0.67400
B10;B06;D06;-0.67400
B10;B06;D07;0.67400
B10;B06;D08;-0.67400
B10;B06;D09;0.67400
B10;B06;D10;-0.67400
B10;B06;D11;0.67400
B10;B06;D12;-0.67400
B10;B07;D01;0.93900
B10;B07;D02;-0.93900
B10;B07;D03;0.93900
B10;B07;D04;-0.93900
B10;B07;D05;0.93900
B10;B07;D06;-0.93900
B10;B07;D07;0.93900
B10;B07;D08;-0.93900
B10;B07;D09;0.93900
B10;B07;D10;-0.93900
B10;B07;D11;0.93900
B10;B07;D12;-0.93900
B10;B08;D01;-0.58700
B10;B08;D02;0.58700
B10;B08;D03;-0.58700
B10;B08;D04;0.58700
B10;B08;D05;-0.58700
B10;B08;D06;0.58700
B10;B08;D07;-0.58700
B10;B08;D08;0.58700
B10;B08;D09;-0.58700
B10;B08;D10;0.58700
B10;B08;D11;-0.58700
B10;B08;D12;0.58700
B10;B8A;D01;1.20400
B10;B8A;D02;-1.20400
B10;B8A;D03;1.20400
B10;B8A;D04;-1.20400
B10;B8A;D05;1.20400
B10;B8A;D06;-1.20400
B10;B8A;D07;1.20400
B10;B8A;D08;-1.20400
B10;B8A;D09;1.20400
B10;B8A;D10;-1.20400
B10;B8A;D11;1.20400
B10;B8A;D12;-1.20400
B10;B09;D01;1.73500
B10;B09;D02;-1.73500
B10;B09;D03;1.73500
B10;B09;D04;-1.73500
B10;B09;D05;1.73500
B10;B09;D06;-1.73500
B10;B09;D07;1.73500
B10;B09;D08;-1.73500
B10;B09;D09;1.73500
B10;B09;D10;-1.73500
B10;B09;D11;1.73500
B10;B09;D12;-1.73500
B10;B11;D01;0.61700
B10;B11;D02;-0.61700
B10;B11;D03;0.61700
B10;B11;D04;-0.61700
B10;B11;D05;0.61700
B10;B11;D06;-0.61700
B10;B11;D07;0.61700
B10;B11;D08;-0.61700
B10;B11;D09;0.61700
B10;B11;D10;-0.61700
B10;B11;D11;0.61700
B10;B11;D12;-0.61700
B10;B12;D01;1.23400
B10;B12;D02;-1.23400
B10;B12;D03;1.23400
B10;B12;D04;-1.23400
B10;B12;D05;1.23400
B10;B12;D06;-1.23400
B10;B12;D07;1.23400
B10;B12;D08;-1.23400
B10;B12;D09;1.23400
B10;B12;D10;-1.23400
B10;B12;D11;1.23400
B10;B12;D12;-1.23400
B11;B01;D01;0.84600
B11;B01;D02;-0.84600
B11;B01;D03;0.84600
B11;B01;D04;-0.84600
B11;B01;D05;0.84600
B11;B01;D06;-0.84600
B11;B01;D07;0.84600
B11;B01;D08;-0.84600
B11;B01;D09;0.84600
B11;B01;D10;-0.84600
B11;B01;D11;0.84600
B11;B01;D12;-0.84600
B11;B02;D01;-1.46800
B11;B02;D02;1.46800
B11;B02;D03;-1.46800
B11;B02;D04;1.46800
B11;B02;D05;-1.46800
B11;B02;D06;1.46800
B11;B02;D07;-1.46800
B11;B02;D08;1.46800
B11;B02;D09;-1.46800
B11;B02;D10;1.46800
B11;B02;D11;-1.46800
B11;B02;D12;1.46800
B11;B03;D01;-0.94100
B11;B03;D02;0.94100
B11;B03;D03;-0.94100
B11;B03;D04;0.94100
B11;B03;D05;-0.94100
B11;B03;D06;0.94100
B11;B03;D07;-0.94100
B11;B03;D08;0.94100
B11;B03;D09;-0.94100
B11;B03;D10;0.94100
B11;B03;D11;-0.94100
B11;B03;D12;0.94100
B11;B04;D01;-0.46300
B11;B04;D02;0.46300
B11;B04;D03;-0.46300
B11;B04;D04;0.46300
B11;B04;D05;-0.46300
B11;B04;D06;0.46300
B11;B04;D07;-0.46300
B11;B04;D08;0.46300
B11;B04;D09;-0.46300
B11;B04;D10;0.46300
B11;B04;D11;-0.46300
B11;B04;D12;0.46300
B11;B05;D01;-0.19900
B11;B05;D02;0.19900
B11;B05;D03;-0.19900
B11;B05;D04;0.19900
B11;B05;D05;-0.19900
B11;B05;D06;0.19900
B11;B05;D07;-0.19900
B11;B05;D08;0.19900
B11;B05;D09;-0.19900
B11;B05;D10;0.19900
B11;B05;D11;-0.19900
B11;B05;D12;0.19900
B11;B06;D01;0.05700
B11;B06;D02;-0.05700
B11;B06;D03;0.05700
B11;B06;D04;-0.05700
B11;B06;D05;0.05700
B11;B06;D06;-0.05700
B11;B06;D07;0.05700
B11;B06;D08;-0.05700
B11;B06;D09;0.05700
B11;B06;D10;-0.05700
B11;B06;D11;0.05700
B11;B06;D12;-0.05700
B11;B07;D01;0.32200
B11;B07;D02;-0.32200
B11;B07;D03;0.32200
B11;B07;D04;-0.32200
B11;B07;D05;0.32200
B11;B07;D06;-0.32200
B11;B07;D07;0.32200
B11;B07;D08;-0.32200
B11;B07;D09;0.32200
B11;B07;D10;-0.32200
B11;B07;D11;0.32200
B11;B07;D12;-0.32200
B11;B08;D01;-1.20400
B11;B08;D02;1.20400
B11;B08;D03;-1.20400
B11;B08;D04;1.20400
B11;B08;D05;-1.20400
B11;B08;D06;1.20400
B11;B08;D07;-1.20400
B11;B08;D08;1.20400
B11;B08;D09;-1.20400
B11;B08;D10;1.20400
B11;B08;D11;-1.20400
B11;B08;D12;1.20400
B11;B8A;D01;0.58700
B11;B8A;D02;-0.58700
B11;B8A;D03;0.58700
B11;B8A;D04;-0.58700
B11;B8A;D05;0.58700
B11;B8A;D06;-0.58700
B11;B8A;D07;0.58700
B11;B8A;D08;-0.58700
B11;B8A;D09;0.58700
B11;B8A;D10;-0.58700
B11;B8A;D11;0.58700
B11;B8A;D12;-0.58700
B11;B09;D01;1.11800
B11;B09;D02;-1.11800
B11;B09;D03;1.11800
B11;B09;D04;-1.11800
B11;B09;D05;1.11800
B11;B09;D06;-1.11800
B11;B09;D07;1.11800
B11;B09;D08;-1.11800
B11;B09;D09;1.11800
B11;B09;D10;-1.11800
B11;B09;D11;1.11800
B11;B09;D12;-1.11800
B11;B10;D01;-0.61700
B11;B10;D02;0.61700
B11;B10;D03;-0.61700
B11;B10;D04;0.61700
B11;B10;D05;-0.61700
B11;B10;D06;0.61700
B11;B10;D07;-0.61700
B11;B10;D08;0.61700
B11;B10;D09;-0.61700
B11;B10;D10;0.61700
B11;B10;D11;-0.61700
B11;B10;D12;0.61700
B11;B12;D01;0.61700
B11;B12;D02;-0.61700
B11;B12;D03;0.61700
B11;B12;D04;-0.61700
B11;B12;D05;0.61700
B11;B12;D06;-0.61700
B11;B12;D07;0.61700
B11;B12;D08;-0.61700
B11;B12;D09;0.61700
B11;B12;D10;-0.61700
B11;B12;D11;0.61700
B11;B12;D12;-0.61700
B12;B01;D01;0.22900
B12;B01;D02;-0.22900
B12;B01;D03;0.22900
B12;B01;D04;-0.22900
B12;B01;D05;0.22900
B12;B01;D06;-0.22900
B12;B01;D07;0.22900
B12;B01;D08;-0.22900
B12;B01;D09;0.22900
B12;B01;D10;-0.22900
B12;B01;D11;0.22900
B12;B01;D12;-0.22900
B12;B02;D01;-2.08500
B12;B02;D02;2.08500
B12;B02;D03;-2.08500
B12;B02;D04;2.08500
B12;B02;D05;-2.08500
B12;B02;D06;2.08500
B12;B02;D07;-2.08500
B12;B02;D08;2.08500
B12;B02;D09;-2.08500
B12;B02;D10;2.08500
B12;B02;D11;-2.08500
B12;B02;D12;2.08500
B12;B03;D01;-1.55800
B12;B03;D02;1.55800
B12;B03;D03;-1.55800
B12;B03;D04;1.55800
B12;B03;D05;-1.55800
B12;B03;D06;1.55800
B12;B03;D07;-1.55800
B12;B03;D08;1.55800
B12;B03;D09;-1.55800
B12;B03;D10;1.55800
B12;B03;D11;-1.55800
B12;B03;D12;1.55800
B12;B04;D01;-1.08000
B12;B04;D02;1.08000
B12;B04;D03;-1.08000
B12;B04;D04;1.08000
B12;B04;D05;-1.08000
B12;B04;D06;1.08000
B12;B04;D07;-1.08000
B12;B04;D08;1.08000
B12;B04;D09;-1.08000
B12;B04;D10;1.08000
B12;B04;D11;-1.08000
B12;B04;D12;1.08000
B12;B05;D01;-0.81600
B12;B05;D02;0.81600
B12;B05;D03;-0.81600
B12;B05;D04;0.81600
B12;B05;D05;-0.81600
B12;B05;D06;0.81600
B12;B05;D07;-0.81600
B12;B05;D08;0.81600
B12;B05;D09;-0.81600
B12;B05;D10;0.81600
B12;B05;D11;-0.81600
B12;B05;D12;0.81600
B12;B06;D01;-0.56000
B12;B06;D02;0.56000
B12;B06;D03;-0.56000
B12;B06;D04;0.56000
B12;B06;D05;-0.56000
B12;B06;D06;0.56000
B12;B06;D07;-0.56000
B12;B06;D08;0.56000
B12;B06;D09;-0.56000
B12;B06;D10;0.56000
B12;B06;D11;-0.56000
B12;B06;D12;0.56000
B12;B07;D01;-0.29500
B12;B07;D02;0.29500
B12;B07;D03;-0.29500
B12;B07;D04;0.29500
B12;B07;D05;-0.29500
B12;B07;D06;0.29500
B12;B07;D07;-0.29500
B12;B07;D08;0.29500
B12;B07;D09;-0.29500
B12;B07;D10;0.29500
B12;B07;D11;-0.29500
B12;B07;D12;0.29500
B12;B08;D01;-1.82100
B12;B08;D02;1.82100
B12;B08;D03;-1.82100
B12;B08;D04;1.82100
B12;B08;D05;-1.82100
B12;B08;D06;1.82100
B12;B08;D07;-1.82100
B12;B08;D08;1.82100
B12;B08;D09;-1.82100
B12;B08;D10;1.82100
B12;B08;D11;-1.82100
B12;B08;D12;1.82100
B12;B8A;D01;-0.03000
B12;B8A;D02;0.03000
B12;B8A;D03;-0.03000
B12;B8A;D04;0.03000
B12;B8A;D05;-0.03000
B12;B8A;D06;0.03000
B12;B8A;D07;-0.03000
B12;B8A;D08;0.03000
B12;B8A;D09;-0.03000
B12;B8A;D10;0.03000
B12;B8A;D11;-0.03000
B12;B8A;D12;0.03000
B12;B09;D01;0.50100
B12;B09;D02;-0.50100
B12;B09;D03;0.50100
B12;B09;D04;-0.50100
B12;B09;D05;0.50100
B12;B09;D06;-0.50100
B12;B09;D07;0.50100
B12;B09;D08;-0.50100
B12;B09;D09;0.50100
B12;B09;D10;-0.50100
B12;B09;D11;0.50100
B12;B09;D12;-0.50100
B12;B10;D01;-1.23400
B12;B10;D02;1.23400
B12;B10;D03;-1.23400
B12;B10;D04;1.23400
B12;B10;D05;-1.23400
B12;B10;D06;1.23400
B12;B10;D07;-1.23400
B12;B10;D08;1.23400
B12;B10;D09;-1.23400
B12;B10;D10;1.23400
B12;B10;D11;-1.23400
B12;B10;D12;1.23400
B12;B11;D01;-0.61700
B12;B11;D02;0.61700
B12;B11;D03;-0.61700
B12;B11;D04;0.61700
B12;B11;D05;-0.61700
B12;B11;D06;0.61700
B12;B11;D07;-0.61700
B12;B11;D08;0.61700
B12;B11;D09;-0.61700
B12;B11;D10;0.61700
B12;B11;D11;-0.61700
B12;B11;D12;0.61700
